NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1198,경기도 고양시 일산동구 식사동,1587,1587,0000,스타타워Ⅲ,22.791,202408,26,"13,000",5,법인,법인,2020,고양대로1021번길 33,-,직거래,-
1199,경기도 고양시 일산동구 장항동,746,0746,0000,우인아크리움빌II,33.74,202408,26,"8,900",13,개인,개인,2004,무궁화로 7-63,-,중개거래,경기 고양시 일산동구
1200,경기도 고양시 일산동구 장항동,869,0869,0000,일산방송COMPLEX,95.49,202408,26,"35,800",3,개인,개인,2007,백마로 195,-,중개거래,경기 고양시 일산동구
1201,경기도 고양시 일산동구 장항동,760-1,0760,0001,한라 밀라트 C동,65.62,202408,26,"22,800",7,개인,개인,2003,무궁화로 12,-,중개거래,경기 고양시 일산동구
1202,경기도 고양시 일산동구 백석동,1288,1288,0000,백석동 대우IAAN,94.5375,202408,26,"32,000",10,개인,개인,2005,강석로 33,-,중개거래,경기 고양시 일산동구
1203,경기도 시흥시 정왕동,Feb.64,2164,0002,메가폴리스,42.12,202408,26,"7,400",6,개인,개인,2005,협력로 281,-,중개거래,경기 시흥시
1204,경기도 군포시 당동,Apr.54,0054,0004,(54-4),71.65,202408,26,"26,200",7,법인,개인,2018, ,-,중개거래,경기 군포시
1205,경기도 하남시 망월동,1081,1081,0000,효성헤링턴타워퍼스트 미사역,20.69,202408,26,"12,000",25,개인,개인,2018,아리수로 570,-,직거래,-
1206,경기도 하남시 망월동,1106,1106,0000,힐스테이트 에코 미사,19.49,202408,26,"13,700",9,개인,개인,2018,미사강변동로 85,-,중개거래,"경기 남양주시, 경기 하남시"
1207,경기도 하남시 망월동,1121,1121,0000,더 오페라2,21.914,202408,26,"17,500",9,개인,개인,2020,미사강변남로 99,-,중개거래,경기 하남시
1208,경기도 하남시 망월동,1143-1,1143,0001,미사강변 오벨리스크,27.6236,202408,26,"20,400",9,개인,개인,2020,미사대로 410,-,중개거래,"경기 하남시, 서울 송파구"
1209,경기도 용인시 기흥구 보정동,1266-5,1266,0005,로얄캠퍼빌,29.77,202408,26,"13,800",9,개인,개인,2008,죽현로 31,-,중개거래,경기 용인시 기흥구
1210,경기도 용인시 수지구 동천동,899,0899,0000,분당 수지 유타워,23.68,202408,26,"16,800",6,개인,개인,, ,-,중개거래,경기 용인시 수지구
1211,경기도 화성시 반송동,Feb.43,0043,0002,(43-2),21.81,202408,26,"8,000",6,개인,개인,2015, ,-,중개거래,경기 화성시
1212,경기도 화성시 석우동,Feb.33,0033,0002,석진블루체 오피스텔,25.52,202408,26,"9,000",11,법인,개인,2012,큰재봉길 23-4,-,중개거래,경기 화성시
1213,경기도 화성시 석우동,Feb.33,0033,0002,석진블루체 오피스텔,21.63,202408,26,"8,000",11,법인,개인,2012,큰재봉길 23-4,-,중개거래,경기 화성시
1214,충청북도 청주시 흥덕구 복대동,288-66,0288,0066,지웰에스테이트 오피스텔,30.33,202408,26,"11,000",7,개인,개인,2016,진재로 131,-,중개거래,충북 청주시 흥덕구
1215,충청남도 천안시 동남구 신부동,966,0966,0000,-966,34.32,202408,26,"7,650",12,개인,개인,2007,만남로 9,-,중개거래,충남 천안시 동남구
1216,충청남도 천안시 서북구 불당동,1479-2,1479,0002,디엠센텀시티,26.816,202408,26,"12,200",8,법인,개인,2019,불당25로 236,-,중개거래,충남 천안시 서북구
1217,충청남도 천안시 서북구 불당동,1479-2,1479,0002,디엠센텀시티,26.816,202408,26,"12,000",8,법인,개인,2019,불당25로 236,-,중개거래,충남 천안시 서북구
1218,충청남도 천안시 서북구 불당동,1479-2,1479,0002,디엠센텀시티,26.816,202408,26,"12,200",8,법인,개인,2019,불당25로 236,-,중개거래,충남 천안시 서북구
1219,충청남도 천안시 서북구 불당동,1479-2,1479,0002,디엠센텀시티,26.816,202408,26,"12,000",7,법인,개인,2019,불당25로 236,-,중개거래,충남 천안시 서북구
1220,충청남도 천안시 서북구 불당동,1479-2,1479,0002,디엠센텀시티,26.816,202408,26,"12,200",6,법인,개인,2019,불당25로 236,-,중개거래,충남 천안시 서북구
1221,충청남도 천안시 서북구 불당동,1479-2,1479,0002,디엠센텀시티,26.816,202408,26,"12,000",7,법인,개인,2019,불당25로 236,-,중개거래,충남 천안시 서북구
1222,충청남도 천안시 서북구 불당동,1479-2,1479,0002,디엠센텀시티,26.816,202408,26,"12,000",6,법인,개인,2019,불당25로 236,-,중개거래,충남 천안시 서북구
1223,충청남도 천안시 서북구 불당동,1479-2,1479,0002,디엠센텀시티,29.836,202408,26,"12,200",7,법인,개인,2019,불당25로 236,-,중개거래,충남 천안시 서북구
1224,충청남도 천안시 서북구 불당동,1479-2,1479,0002,디엠센텀시티,26.816,202408,26,"12,200",5,법인,개인,2019,불당25로 236,-,중개거래,충남 천안시 서북구
1225,충청남도 천안시 서북구 불당동,1479-2,1479,0002,디엠센텀시티,26.816,202408,26,"12,200",6,법인,개인,2019,불당25로 236,-,중개거래,충남 천안시 서북구
1226,경상남도 창원시 의창구 중동,784-1,0784,0001,어반브릭스,59.5066,202408,26,"29,000",18,개인,개인,2019,중동중앙로 47,-,중개거래,경남 창원시 의창구
1227,제주특별자치도 제주시 노형동,1294-4,1294,0004,노형 에코하임,84.72,202408,26,"28,500",3,법인,개인,2012,도령로 37,-,직거래,-
1228,제주특별자치도 제주시 애월읍 하귀2리,1308-1,1308,0001,가온프라이빗1차,84.96,202408,26,"21,000",5,개인,개인,2018,항몽로 40,-,중개거래,제주 제주시
1229,서울특별시 성동구 성수동2가,277-37,0277,0037,성원상떼뷰오피스텔,28.08,202408,25,"16,900",5,개인,개인,2003,아차산로15길 10,-,중개거래,서울 성동구
1230,인천광역시 중구 운서동,Feb.87,3087,0002,솔리움센텀스카이,22.028,202408,25,"10,000",10,법인,개인,2019,영종대로 166,-,중개거래,인천 중구
1231,서울특별시 금천구 독산동,953,0953,0000,삼부르네상스플러스,21.54,202408,25,"11,000",12,개인,개인,2004,시흥대로152길 11-43,-,중개거래,서울 금천구
1232,서울특별시 마포구 아현동,437-3,0437,0003,고려아카데미텔,19.6,202408,25,"12,700",5,개인,개인,1987,마포대로 196,-,중개거래,서울 마포구
1233,경기도 수원시 영통구 이의동,1336-1,1336,0001,광교엘포트아이파크,38.65,202408,25,"41,000",19,개인,개인,2018,광교중앙로 145,20240829,중개거래,경기 화성시
1234,서울특별시 마포구 성산동,590-4,0590,0004,KCC상암스튜디오380,20.35,202408,25,"14,000",7,개인,개인,2014, ,-,직거래,-
1235,서울특별시 은평구 진관동,100,0100,0000,은평헤스티아,26.23,202408,25,"12,300",7,개인,개인,2015,통일로 1030,-,중개거래,서울 은평구
1236,경기도 시흥시 배곧동,206-4,0206,0004,문영 퀸즈파크 배곧,22.49,202408,25,"8,750",13,개인,개인,2018,서해안로 405,-,중개거래,경기 시흥시
1237,서울특별시 영등포구 양평동1가,192,0192,0000,성운타운,36.2,202408,24,"33,500",6,개인,개인,2018,영등포로13길 7,20240910,중개거래,서울 영등포구
1238,경상남도 김해시 내동,1124-1,1124,0001,동화 오피스텔,25.91,202408,24,"4,300",7,개인,개인,2012,경원로55번길 20,-,중개거래,경남 김해시
1239,경기도 하남시 망월동,1132,1132,0000,퀸즈파크 미사1차,19.2506,202408,24,"13,000",6,개인,개인,2019,미사강변동로84번길 20,-,중개거래,경기 하남시
1240,인천광역시 부평구 부평동,374-1,0374,0001,부평한라비발디,24.276,202408,24,"12,000",5,개인,개인,2021,대정로 7,-,중개거래,인천 부평구
1241,서울특별시 강서구 마곡동,797-14,0797,0014,힐스테이트에코마곡,23.75,202408,24,"17,800",11,개인,개인,2016,공항대로 269-15,-,중개거래,서울 강서구
1242,서울특별시 종로구 내수동,74,0074,0000,광화문시대,48.86,202408,24,"36,000",14,법인,개인,2004,사직로8길 42,-,중개거래,서울 종로구
1243,서울특별시 강서구 마곡동,760,0760,0000,마곡나루역보타닉푸르지오시티,22.2,202408,24,"18,500",11,개인,개인,2017, ,-,중개거래,서울 강서구
1244,서울특별시 종로구 관수동,4,0004,0000,신일 해피트리앤,19.3434,202408,24,"19,500",3,개인,개인,2022,종로16길 13,-,중개거래,서울 종로구
1245,서울특별시 구로구 구로동,1127-22,1127,0022,티타운빌딩,51.53,202408,24,"26,500",6,개인,개인,2006,디지털로32가길 25,-,중개거래,경기 광명시
1246,대전광역시 유성구 봉명동,537-6,0537,0006,대양오피스텔,64.655,202408,24,"6,800",8,개인,개인,1997,온천로 53,-,중개거래,대전 유성구
1247,인천광역시 부평구 부평동,409-1,0409,0001,탑클래스,70.0028,202408,24,"19,500",7,개인,개인,2016,부흥로315번길 27,-,중개거래,인천 부평구
1248,서울특별시 관악구 봉천동,858-6,0858,0006,WD세븐스,17.56,202408,24,"25,700",15,개인,개인,2020,관악로 186,-,중개거래,서울 관악구
1249,서울특별시 관악구 신림동,94-208,0094,0208,엘리젠트오피스텔,47.85,202408,24,"19,000",8,개인,개인,2004,쑥고개로 9,-,중개거래,서울 관악구
1250,서울특별시 구로구 구로동,106-2,0106,0002,대림역포스큐,21.255,202408,24,"10,500",7,개인,개인,2015,공원로 11,-,중개거래,서울 구로구
1251,충청남도 천안시 동남구 신부동,494-1,0494,0001,삼부르네상스홈,30.74,202408,24,"6,800",18,개인,개인,2004,만남로 72,-,중개거래,충남 천안시 동남구
1252,경기도 오산시 원동,374-4,0374,0004,비전탑,30.42,202408,24,"6,300",4,개인,개인,2004,경기대로 178,-,중개거래,경기 오산시
1253,서울특별시 강남구 역삼동,719-24,0719,0024,역삼역센트럴푸르지오시티,18.181,202408,24,"21,500",11,개인,개인,2019,언주로85길 32,-,중개거래,서울 강남구
1254,인천광역시 남동구 간석동,109-10,0109,0010,위브타운,59.9,202408,24,"16,000",4,개인,개인,2018,경인로644번길 5,-,중개거래,인천 남동구
1255,서울특별시 강남구 대치동,945-29,0945,0029,CO-OP Residence/삼성역,13.96,202408,24,"16,300",7,개인,개인,2004,테헤란로92길 13,-,중개거래,서울 강남구
1256,서울특별시 구로구 오류동,51-31,0051,0031,포스시티,19.24,202408,24,"8,500",5,개인,개인,2014,경인로20길 6,-,중개거래,서울 구로구
1257,서울특별시 금천구 가산동,233-5,0233,0005,가산센트럴 푸르지오시티,17.62,202408,24,"13,500",5,개인,개인,2020,디지털로10길 69,-,중개거래,서울 금천구
1258,경기도 안산시 단원구 초지동,744-6,0744,0006,스타캐슬,33.2725,202408,24,"10,150",10,개인,개인,2015, ,-,중개거래,경기 안산시 단원구
1259,광주광역시 서구 농성동,417-18,0417,0018,골든힐스타워,22.23,202408,24,"5,600",12,개인,개인,2015,죽봉대로78번길 10,-,중개거래,광주 서구
1260,경기도 화성시 남양읍 남양리,Apr.20,2320,0004,센트럴 큐브시티,24.89,202408,24,"10,500",11,개인,개인,2020,남양로 675,-,중개거래,경기 화성시
1261,서울특별시 송파구 방이동,43,0043,0000,대명벨리온,17.32,202408,24,"18,000",12,법인,개인,2017, ,-,중개거래,서울 송파구
1262,경기도 화성시 오산동,1089,1089,0000,동탄역 롯데캐슬,23.8515,202408,24,"22,000",14,개인,개인,2021,동탄역로 150,-,중개거래,경기 화성시
1263,서울특별시 송파구 거여동,604-2,0604,0002,송파 풍산 리치안,20.47,202408,24,"20,000",10,개인,개인,2022,위례서로 244,-,중개거래,서울 송파구
1264,인천광역시 서구 청라동,156-1,0156,0001,청라센트럴에일린의뜰,45.4494,202408,24,"22,650",25,개인,개인,2018,청라커낼로 300,-,중개거래,인천 서구
1265,경기도 남양주시 다산동,6058,6058,0000,다산 헤리움 그랑비스타 2차,28.4949,202408,24,"23,000",14,법인,법인,2019,다산중앙로123번길 22-30,-,중개거래,"경기 남양주시, 경기 성남시 수정구"
1266,경기도 남양주시 다산동,6058,6058,0000,다산 헤리움 그랑비스타 2차,28.4949,202408,24,"23,000",6,개인,법인,2019,다산중앙로123번길 22-30,-,중개거래,경기 남양주시
1267,경기도 화성시 석우동,Mar.32,0032,0003,리치안오피스텔,24.9,202408,24,"8,000",12,개인,개인,2011,삼성전자로 16,-,중개거래,경기 화성시
1268,경상북도 김천시 율곡동,797,0797,0000,한신休시티,32.52,202408,24,"8,700",20,개인,개인,2016,혁신1로 81,-,중개거래,경북 김천시
1269,서울특별시 영등포구 여의도동,3월 28일,0028,0003,여의도파크센터,128.06,202408,24,"189,000",20,개인,개인,2007,여의대로 8,20240826,중개거래,서울 영등포구
1270,경상북도 경주시 황성동,1067-4,1067,0004,더 테라스,24.7477,202408,24,"10,200",6,개인,개인,2022, ,-,중개거래,경북 경주시
1271,경기도 화성시 능동,1065-2,1065,0002,동탄 퍼스트빌스타,20.15,202408,24,"7,500",11,개인,개인,2014,동탄원천로 354-11,-,중개거래,경기 화성시
1272,경기도 화성시 병점동,374-5,0374,0005,인텔리스테이,19.2097,202408,24,"9,800",4,개인,개인,2017, ,-,중개거래,경기 화성시
1273,부산광역시 북구 구포동,897-5,0897,0005,일호코아루,63.35,202408,24,"13,500",6,개인,개인,2014,백양대로1016번가길 21,-,중개거래,부산 북구
1274,서울특별시 용산구 한강로2가,2월 8일,0002,0008,한강로벽산메가트리움,32.15,202408,24,"33,000",13,개인,개인,2005,한강대로43길 8,-,중개거래,서울 용산구
1275,인천광역시 서구 청라동,159-1,0159,0001,청라 롯데캐슬,85.4338,202408,24,"30,000",42,개인,개인,2013,청라커낼로 252,-,중개거래,인천 서구
1276,경기도 용인시 수지구 성복동,789,0789,0000,성복역 롯데캐슬 골드타운,30.8885,202408,24,"28,500",19,개인,개인,2019, ,-,중개거래,경기 용인시 수지구
1277,경기도 수원시 팔달구 인계동,1016-2,1016,0002,현대하이엘,31.044,202408,24,"7,550",13,개인,개인,2004,경수대로 438,-,중개거래,경기 수원시 팔달구
1278,경기도 고양시 일산동구 백석동,1309-1,1309,0001,효성레제스오피스텔,44.87,202408,24,"13,900",4,개인,개인,2004,일산로 30,-,중개거래,경기 고양시 일산동구
1279,경기도 수원시 팔달구 인계동,1016-2,1016,0002,현대하이엘,36.714,202408,24,"8,750",13,개인,개인,2004,경수대로 438,-,중개거래,경기 수원시 팔달구
1280,부산광역시 해운대구 좌동,1459-2,1459,0002,파밀리에 펄시티,20.82,202408,24,"5,700",21,법인,개인,2014,해운대로 789,-,중개거래,부산 해운대구
1281,경기도 부천시 원미구 중동,1106,1106,0000,위브더스테이트,115.2,202408,24,"58,300",11,개인,개인,2007,190,-,중개거래,"경기 부천시 소사구, 경기 부천시 원미구"
1282,인천광역시 미추홀구 숭의동,342-7,0342,0007,대준블루온 103,61.7,202408,24,"13,300",6,개인,개인,2016,17,20240906,중개거래,인천 미추홀구
1283,경기도 부천시 원미구 중동,1160-1,1160,0001,대우마이빌 센트럴파크,34.12,202408,24,"14,000",9,개인,개인,2004,139,-,중개거래,경기 부천시 원미구
1284,인천광역시 미추홀구 숭의동,342-7,0342,0007,대준블루온 103,61.7,202408,24,"13,300",6,개인,개인,2016,17,-,중개거래,인천 미추홀구
1285,경기도 하남시 풍산동,529,0529,0000,마이움트라이스타,28.3,202408,24,"13,300",10,개인,개인,2019,조정대로 85,-,중개거래,경기 하남시
1286,경기도 안양시 만안구 안양동,528-13,0528,0013,호정타워(호정오피스텔),32.61,202408,24,"4,700",5,법인,개인,1991,만안로 49,-,중개거래,"경기 안양시 동안구, 경기 안양시 만안구"
1287,경기도 수원시 팔달구 우만동,Jan.92,0092,0001,블루하우스,35.72,202408,24,"8,250",7,개인,개인,2003,중부대로223번길 4,-,중개거래,경기 수원시 팔달구
1288,경기도 성남시 수정구 창곡동,560-1,0560,0001,남위례역 푸르지오 시티,35.433,202408,24,"34,500",19,개인,개인,2018, ,-,중개거래,"경기 성남시 분당구, 경기 성남시 수정구"
1289,경기도 부천시 원미구 중동,1131,1131,0000,중동아크로텔,23.094,202408,24,"8,000",12,개인,개인,2004,173,-,중개거래,경기 부천시 원미구
1290,서울특별시 영등포구 도림동,265-1,0265,0001,도림동 하나아파텔(1차),45.36,202408,24,"30,250",12,개인,개인,2003,도영로 16,-,중개거래,서울 영등포구
1291,부산광역시 수영구 광안동,192-4,0192,0004,광안청일디오브오션뷰,29.93,202408,24,"35,410",13,개인,법인,2023,광안로62번길 21,-,중개거래,부산 수영구
1292,경기도 성남시 중원구 성남동,2201,2201,0000,수진역 코아루 천년가 오피스텔,38.25,202408,24,"24,400",5,개인,개인,2019,광명로 103,-,중개거래,경기 성남시 중원구
