,NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수,매도,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1558,1559,충청남도 천안시 서북구 성정동,1274,1274,0,시떼베르오피스텔,28.96,202408,21,"4,700",7,개인,개인,2004.0,성정공원6길 1-4,-,직거래,-
1559,1560,대구광역시 북구 칠성동2가,296-2,296,2,칠성동2가 296-2 업무시설 (주식회사하나자산신탁),26.2768,202408,20,"12,791",9,법인,개인,2020.0,중앙대로 513,-,중개거래,대구 중구
1560,1561,경기도 하남시 망월동,1132,1132,0,퀸즈파크 미사1차,19.2506,202408,20,"13,000",6,개인,개인,2019.0,미사강변동로84번길 20,-,중개거래,경기 하남시
1561,1562,경기도 안양시 동안구 관양동,1591,1591,0,평촌아크로타워,66.57,202408,20,"35,500",29,개인,개인,2007.0,시민대로 230,-,중개거래,경기 안양시 동안구
1562,1563,서울특별시 은평구 진관동,100-4,100,4,어드벤스힐 오피스텔,29.79,202408,20,"15,500",5,개인,개인,2013.0,진관1로 21-35,-,중개거래,서울 은평구
1563,1564,부산광역시 연제구 연산동,1366-1,1366,1,부산 더샵 시티애비뉴2차,29.98,202408,20,"13,500",9,개인,개인,2016.0,시청로 12,-,중개거래,부산 연제구
1564,1565,부산광역시 사하구 하단동,510-6,510,6,시티파크,27.9,202408,20,"7,250",13,개인,개인,2013.0,낙동대로 500,20240904,중개거래,부산 사하구
1565,1566,경기도 용인시 기흥구 구갈동,657,657,0,기흥역 롯데캐슬 레이시티,22.06,202408,20,"14,950",9,개인,개인,2017.0, ,-,중개거래,"경기 수원시 영통구, 경기 용인시 기흥구"
1566,1567,경기도 용인시 기흥구 보정동,1261-1,1261,1,(1261-1),13.088,202408,20,"6,800",9,법인,법인,2005.0,죽현로 8-22,-,직거래,-
1567,1568,서울특별시 노원구 중계동,509-1,509,1,씨앤미,50.35,202408,20,"22,400",6,개인,개인,2004.0,동일로204가길 34,-,중개거래,서울 노원구
1568,1569,경기도 성남시 분당구 금곡동,170,170,0,천사의도시Ⅲ오피스텔,36.16,202408,20,"16,500",4,개인,개인,2004.0,정자일로6번길 13,-,중개거래,경기 성남시 분당구
1569,1570,경기도 용인시 수지구 동천동,899,899,0,분당 수지 유타워,23.68,202408,20,"16,500",15,개인,개인,, ,-,중개거래,경기 용인시 수지구
1570,1571,경기도 고양시 일산동구 정발산동,785,785,0,일산현대아이스페이스,175.5,202408,20,"60,000",12,개인,개인,2001.0,중앙로 1322,-,중개거래,경기 고양시 일산동구
1571,1572,서울특별시 성동구 도선동,46,46,0,W에비뉴타워,23.32,202408,20,"23,900",11,개인,개인,2018.0,왕십리로 320,-,중개거래,서울 성동구
1572,1573,경기도 파주시 야당동,1056,1056,0,아이플렉스,26.2164,202408,20,"12,000",7,법인,개인,2018.0,경의로 1056,-,중개거래,경기 파주시
1573,1574,경기도 수원시 팔달구 인계동,1016-2,1016,2,현대하이엘,29.83,202408,20,"7,500",8,개인,개인,2004.0,경수대로 438,-,중개거래,"경기 수원시 권선구, 경기 수원시 팔달구"
1574,1575,부산광역시 부산진구 양정동,217,217,0,시청센트빌,27.71,202408,20,"4,800",5,개인,개인,2004.0,중앙대로 981,-,중개거래,부산 부산진구
1575,1576,부산광역시 중구 중앙동1가,2월 23일,23,2,프리미엄안단테,27.68,202408,20,"13,000",10,개인,개인,2020.0,해관로 23,-,중개거래,부산 부산진구
1576,1577,강원특별자치도 강릉시 교동,140-16,140,16,강릉역 블루핀,22.0,202408,20,"9,950",14,개인,개인,2020.0,강릉대로 285,-,중개거래,강원 강릉시
1577,1578,인천광역시 서구 청라동,160-1,160,1,청라린스트라우스,59.992,202408,20,"23,000",5,개인,개인,2013.0,청라라임로 85,-,중개거래,인천 서구
1578,1579,서울특별시 종로구 충신동,83,83,0,지오지안 대학로,20.46,202408,20,"42,858",3,개인,법인,2023.0,율곡로14길 15-3,-,직거래,-
1579,1580,경기도 화성시 석우동,Jan.36,36,1,동탄 삼성쉐르빌,36.707,202408,20,"12,500",10,개인,개인,2011.0,큰재봉길 23-11,-,중개거래,경기 화성시
1580,1581,서울특별시 강동구 천호동,432-10,432,10,쌍용플래티넘리버,32.57,202408,20,"16,700",13,개인,개인,2004.0,올림픽로 659,-,중개거래,서울 강동구
1581,1582,광주광역시 동구 수기동,92,92,0,아트시티 리버파크 모아미래도,24.8457,202408,20,"12,430",19,개인,법인,2021.0,천변우로 361-15,-,직거래,-
1582,1583,광주광역시 서구 농성동,417-18,417,18,골든힐스타워,24.38,202408,20,"6,000",3,개인,개인,2015.0,죽봉대로78번길 10,-,중개거래,광주 서구
1583,1584,경기도 화성시 향남읍 구문천리,927-9,927,9,다인블루빌,50.0,202408,20,"8,500",11,개인,개인,2009.0,발안공단로3길 2,-,중개거래,경기 화성시
1584,1585,서울특별시 송파구 문정동,652-1,652,1,프라비다옥토,19.74,202408,20,"16,900",8,개인,개인,2016.0,법원로4길 17,-,중개거래,서울 송파구
1585,1586,광주광역시 서구 치평동,1240-10,1240,10,수림오피스텔,44.1,202408,20,"4,050",8,개인,개인,2003.0,시청로50번길 14,-,직거래,-
1586,1587,대전광역시 중구 오류동,154-4,154,4,(154-4),46.2,202408,20,"4,000",14,개인,개인,1992.0,계백로 1719,-,중개거래,대전 중구
1587,1588,경기도 안산시 단원구 성곡동,838-2,838,2,아티스큐브 2차,38.1648,202408,20,"26,450",7,개인,법인,2023.0, ,-,직거래,-
1588,1589,서울특별시 강남구 역삼동,708-20,708,20,금천빌딩,29.72,202408,20,"21,000",2,개인,개인,2005.0,테헤란로52길 15,-,중개거래,서울 강남구
1589,1590,서울특별시 강남구 역삼동,832-33,832,33,성우스타우스오피스텔,33.59,202408,20,"24,000",5,법인,개인,2004.0,역삼로4길 16,-,중개거래,서울 강남구
1590,1591,서울특별시 서초구 서초동,1601-2,1601,2,그린빌오피스텔,24.15,202408,20,"11,000",11,개인,개인,1999.0,효령로55길 22,-,직거래,-
1591,1592,충청남도 천안시 서북구 두정동,1361,1361,0,새아스빌,31.2,202408,20,"3,500",9,개인,개인,2004.0,두정상가1길 5,-,중개거래,충남 천안시 서북구
1592,1593,전북특별자치도 전주시 완산구 효자동3가,1525-1,1525,1,1동(1525-1),40.5925,202408,20,"10,000",10,개인,개인,2013.0,194,-,중개거래,전북 전주시 완산구
1593,1594,서울특별시 종로구 익선동,34,34,0,BIZ-WELL 종로 오피스텔,23.14,202408,20,"13,900",4,개인,개인,2004.0,삼일대로30길 23,-,중개거래,서울 종로구
1594,1595,서울특별시 성동구 성수동2가,277-37,277,37,성원상떼뷰오피스텔,28.08,202408,20,"17,100",10,개인,개인,2003.0,아차산로15길 10,-,중개거래,서울 성동구
1595,1596,경기도 안양시 동안구 관양동,1595-1,1595,1,동우베스티움타워,75.6,202408,20,"27,000",18,개인,개인,2005.0,시민대로 281,-,중개거래,경기 안양시 동안구
1596,1597,충청남도 서산시 읍내동,102-125,102,125,코오롱 레이크뷰,24.3,202408,20,"8,200",16,개인,개인,2019.0,안견로 300,-,중개거래,충남 서산시
1597,1598,경기도 성남시 중원구 성남동,2264,2264,0,성남 모란 지웰에스테이트,52.7978,202408,20,"33,000",13,개인,개인,2020.0,광명로 67,-,직거래,-
1598,1599,전라남도 목포시 동명동,385,385,0,그린오피스텔,32.0,202408,20,"1,700",5,개인,개인,1999.0,동명들목로 33,-,중개거래,전남 목포시
1599,1600,대전광역시 유성구 관평동,1342,1342,0,DTVan 오피스텔,43.18,202408,20,"10,500",8,개인,개인,2011.0,테크노1로 12-22,-,중개거래,대전 유성구
1600,1601,전라남도 목포시 옥암동,956-3,956,3,영신오피스텔,38.72,202408,20,"3,000",6,개인,개인,2001.0,옥암로124번길 23,20240905,직거래,-
1601,1602,울산광역시 중구 우정동,529,529,0,타워더모스트 우정혁신도시,22.57,202408,20,"9,500",10,개인,개인,2018.0,종가로 313,-,중개거래,울산 중구
1602,1603,경기도 광명시 일직동,509-1,509,1,광명역 효성해링턴 타워 The First,23.8807,202408,20,"14,450",14,공공기관,개인,2017.0, ,-,중개거래,경기 광명시
1603,1604,서울특별시 영등포구 당산동,121-126,121,126,(121-126),32.76,202408,20,"16,000",5,개인,개인,1997.0,버드나루로17길 10,-,직거래,-
1604,1605,경기도 광명시 일직동,517,517,0,광명역센트럴자이,22.5635,202408,20,"15,250",13,공공기관,개인,2018.0,광명역로 28,-,중개거래,경기 광명시
1605,1606,울산광역시 남구 삼산동,1565-13,1565,13,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,689",10,법인,법인,2018.0,화합로178번길 11,-,직거래,-
1606,1607,경기도 성남시 중원구 성남동,3133,3133,0,성남SY테크노빌,19.55,202408,20,"7,500",10,개인,개인,2003.0,광명로 49,-,중개거래,"경기 성남시 수정구, 경기 성남시 중원구"
1607,1608,경기도 성남시 중원구 성남동,4169,4169,0,성남 메트로칸,36.93,202408,20,"19,600",10,개인,개인,2011.0,성남대로 1133,-,중개거래,경기 성남시 중원구
1608,1609,울산광역시 남구 삼산동,1565-13,1565,13,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,689",9,법인,법인,2018.0,화합로178번길 11,-,직거래,-
1609,1610,울산광역시 남구 삼산동,1565-13,1565,13,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,827",14,법인,법인,2018.0,화합로178번길 11,-,직거래,-
1610,1611,경기도 수원시 팔달구 남창동,Jan.85,85,1,(85-1),26.07,202408,20,"4,131",2,개인,공공기관,2003.0,행궁로 35,-,직거래,-
1611,1612,서울특별시 금천구 독산동,1150,1150,0,금천 롯데캐슬 골드파크 2차,27.03,202408,20,"18,000",7,개인,개인,2017.0, ,-,중개거래,서울 금천구
1612,1613,울산광역시 남구 삼산동,1565-13,1565,13,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,689",7,법인,법인,2018.0,화합로178번길 11,-,직거래,-
1613,1614,울산광역시 남구 삼산동,1565-13,1565,13,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,689",6,법인,법인,2018.0,화합로178번길 11,-,직거래,-
1614,1615,울산광역시 남구 삼산동,1565-13,1565,13,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,827",12,법인,법인,2018.0,화합로178번길 11,-,직거래,-
1615,1616,경상남도 창원시 성산구 중앙동,Feb.99,99,2,창원 중앙 블루힐스,21.24,202408,20,"6,500",12,개인,개인,2016.0,용지로 56,-,중개거래,경남 창원시 성산구
1616,1617,서울특별시 구로구 구로동,103-11,103,11,한솔로이젠트,29.4,202408,20,"13,850",11,개인,개인,2006.0,가마산로 265,-,중개거래,서울 구로구
1617,1618,서울특별시 광진구 중곡동,648-14,648,14,아지(AZ)0213,20.85,202408,20,"16,500",8,개인,개인,2015.0,능동로37길 6-1,-,중개거래,서울 광진구
1618,1619,울산광역시 남구 삼산동,1565-13,1565,13,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,827",13,법인,법인,2018.0,화합로178번길 11,-,직거래,-
1619,1620,울산광역시 남구 삼산동,1565-13,1565,13,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,827",11,법인,법인,2018.0,화합로178번길 11,-,직거래,-
1620,1621,울산광역시 남구 삼산동,1565-13,1565,13,삼산 골든뷰 오피스텔,30.5774,202408,20,"8,689",8,법인,법인,2018.0,화합로178번길 11,-,직거래,-
1621,1622,경기도 수원시 팔달구 인계동,1131-1,1131,1,마이홈 오피스텔,47.88,202408,20,"12,800",7,개인,개인,2004.0,효원로292번길 50,-,중개거래,경기 수원시 영통구
1622,1623,서울특별시 강서구 마곡동,795-2,795,2,마곡아이파크,25.285,202408,20,"18,000",8,개인,개인,2016.0,마곡중앙8로 90,-,중개거래,서울 강서구
1623,1624,서울특별시 강서구 마곡동,773-1,773,1,마곡역센트럴푸르지오시티,23.87,202408,20,"18,400",13,개인,개인,2016.0,마곡중앙6로 10,-,중개거래,서울 강서구
1624,1625,서울특별시 강서구 마곡동,758-4,758,4,마곡럭스나인오피스텔,21.87,202408,20,"15,200",12,개인,개인,2016.0, ,-,중개거래,서울 강서구
1625,1626,서울특별시 강서구 마곡동,773,773,0,힐스테이트 에코 마곡역,19.8681,202408,20,"17,000",6,개인,개인,2017.0,마곡중앙로 76,-,중개거래,서울 강서구
1626,1627,울산광역시 남구 삼산동,1612-2,1612,2,나인파크 삼산 오피스텔,32.73,202408,20,"11,000",7,개인,개인,2013.0,화합로 162,-,중개거래,울산 남구
1627,1628,경기도 수원시 영통구 하동,1017-4,1017,4,포레나 광교,84.5849,202408,20,"98,500",23,개인,개인,2020.0,광교호수공원로 300,-,중개거래,경기 수원시 영통구
1628,1629,울산광역시 울주군 서생면 진하리,Aug.68,68,8,아성 일마레,29.555,202408,20,"7,800",6,개인,개인,2004.0,진하해변길 8,-,직거래,-
1629,1630,경상남도 김해시 어방동,531-8,531,8,목연오피스텔3차,26.6,202408,20,"2,050",10,개인,개인,2001.0,인제로170번길 21-21,-,중개거래,경남 김해시
1630,1631,울산광역시 울주군 서생면 진하리,Aug.68,68,8,아성 일마레,29.555,202408,20,"6,100",6,개인,개인,2004.0,진하해변길 8,-,중개거래,울산 울주군
1631,1632,경상남도 거제시 고현동,113-1,113,1,나인스카이시티,34.68,202408,20,"4,200",4,개인,개인,2005.0,거제중앙로17길 10,-,직거래,-
1632,1633,경상남도 양산시 물금읍 가촌리,1290-3,1290,3,양산신도시 삼정그린코아 더 시티,23.0721,202408,20,"6,700",16,개인,개인,2018.0,메기로 199,-,중개거래,경남 양산시
1633,1634,제주특별자치도 제주시 아라일동,Oct.92,6092,10,아델레지던스1,25.38,202408,20,"8,200",7,개인,개인,2016.0,아란7길 3-7,-,중개거래,제주 제주시
1634,1635,울산광역시 울주군 서생면 진하리,Aug.68,68,8,아성 일마레,29.555,202408,20,"6,100",6,개인,개인,2004.0,진하해변길 8,-,중개거래,울산 울주군
1635,1636,세종특별자치시  어진동,656,656,0,푸르지오시티,29.061,202408,20,"12,000",15,개인,개인,2014.0,갈매로 364,-,직거래,-
1636,1637,서울특별시 광진구 자양동,2월 2일,2,2,건대입구역자이엘라,18.5996,202408,20,"31,500",18,개인,개인,2022.0,능동로 87,-,중개거래,서울 광진구
1637,1638,경기도 수원시 장안구 정자동,950,950,0,화서역 파크 푸르지오,23.41,202408,20,"19,400",27,개인,개인,2021.0, ,-,중개거래,경기 수원시 장안구
1638,1639,경기도 수원시 장안구 정자동,950,950,0,화서역 파크 푸르지오,49.14,202408,20,"33,500",20,개인,개인,2021.0, ,-,중개거래,경기 수원시 장안구
1639,1640,인천광역시 부평구 부평동,494-4,494,4,휴플러스2차,69.4,202408,20,"21,100",5,개인,개인,2019.0,부일로19번길 7,-,중개거래,인천 부평구
1640,1641,인천광역시 남동구 논현동,650-1,650,1,푸르지오시티,49.86,202408,20,"12,700",29,개인,개인,2010.0,청능대로 596,-,중개거래,인천 남동구
1641,1642,경기도 남양주시 진접읍 금곡리,1083-1,1083,1,해밀리움,33.03,202408,20,"18,000",6,법인,개인,2019.0,해밀예당1로 50-31,-,직거래,-
1642,1643,서울특별시 서대문구 북아현동,1013,1013,0,이편한세상신촌,27.42,202408,20,"33,400",6,개인,개인,2018.0, ,-,중개거래,서울 서대문구
1643,1644,경기도 시흥시 정왕동,1366-14,1366,14,파인힐 오피스텔,32.19,202408,20,"6,500",10,개인,개인,2003.0,마유로 226,-,중개거래,경기 시흥시
1644,1645,서울특별시 동대문구 용두동,104-3,104,3,동대문 푸르지오시티,23.47,202408,20,"18,000",18,개인,개인,, ,-,중개거래,서울 동대문구
1645,1646,인천광역시 미추홀구 주안동,238-1,238,1,오피스텔 디에이 리베로,28.506,202408,20,"6,600",7,개인,개인,2003.0,89,-,중개거래,인천 미추홀구
1646,1647,인천광역시 미추홀구 주안동,238-1,238,1,오피스텔 디에이 리베로,28.506,202408,20,"6,500",5,개인,개인,2003.0,89,-,중개거래,인천 미추홀구
1647,1648,인천광역시 부평구 부평동,482-5,482,5,센트럴빌,73.195,202408,20,"20,700",9,개인,개인,2016.0,부일로19번길 23,-,직거래,-
1648,1649,경기도 하남시 덕풍동,735,735,0,빌리브하남,32.4132,202408,20,"26,500",6,개인,개인,2021.0,덕풍서로 80,-,중개거래,경기 하남시
1649,1650,경기도 안양시 동안구 관양동,1598-1,1598,1,평촌 동양트레벨파크,47.25,202408,20,"17,450",9,개인,개인,2005.0,시민대로 272,-,중개거래,경기 안양시 동안구
1650,1651,서울특별시 중구 의주로1가,10월 25일,25,10,바비엥-2,40.22,202408,20,"30,700",9,개인,개인,2005.0,통일로 114,-,중개거래,서울 중구
1651,1652,인천광역시 서구 석남동,515-9,515,9,DH더씨티,59.16,202408,20,"17,800",6,개인,개인,2016.0,가정로261번길 16,-,중개거래,인천 서구
1652,1653,부산광역시 남구 문현동,1227-2,1227,2,문현금융단지 IFC부산 복합시설,39.8209,202408,19,"19,500",38,개인,개인,2018.0,전포대로 133,-,중개거래,부산 남구
1653,1654,부산광역시 수영구 광안동,662-1,662,1,힐탑더블시티,29.7338,202408,19,"9,800",10,개인,개인,2015.0, ,-,중개거래,부산 수영구
1654,1655,경기도 남양주시 다산동,667-3,667,3,마이라이프,23.07,202408,19,"8,350",5,개인,개인,2015.0, ,-,중개거래,경기 남양주시
1655,1656,경기도 파주시 월롱면 덕은리,1234,1234,0,오딧세이,17.28,202408,19,"3,330",6,개인,개인,2016.0, ,-,중개거래,경기 파주시
1656,1657,대구광역시 수성구 범어동,2257,2257,0,범어센트럴푸르지오,59.954,202408,19,"28,500",27,개인,개인,2019.0,상록로 15,-,중개거래,대구 수성구
1657,1658,충청남도 아산시 배방읍 장재리,1348,1348,0,아산배방엘에이치4단지,33.31,202408,19,"8,700",7,개인,개인,2018.0,공원로 69,-,중개거래,충남 천안시 서북구
1658,1659,충청남도 아산시 배방읍 장재리,1348,1348,0,아산배방엘에이치4단지,33.31,202408,19,"8,700",7,개인,개인,2018.0,공원로 69,-,중개거래,충남 천안시 서북구
1659,1660,경기도 과천시 별양동,1월 10일,1,10,렉스타운,47.9,202408,19,"33,000",7,개인,법인,2007.0,별양상가1로 25,-,직거래,-
1660,1661,충청남도 당진시 읍내동,162-10,162,10,(162-10),47.07,202408,19,"9,200",5,개인,개인,2016.0,당진시장동길 64,-,중개거래,충남 당진시
1661,1662,경기도 고양시 일산동구 장항동,744,744,0,코오롱레이크폴리스-lll,69.53,202408,19,"25,900",7,개인,개인,2004.0,고봉로 20-32,-,중개거래,경기 고양시 일산동구
1662,1663,경기도 안양시 동안구 관양동,1598-1,1598,1,평촌 동양트레벨파크,44.94,202408,19,"17,800",8,법인,개인,2005.0,시민대로 272,-,중개거래,경기 안양시 동안구
1663,1664,부산광역시 해운대구 우동,1507,1507,0,트럼프월드센텀2,174.87,202408,19,"178,500",38,법인,개인,2007.0,센텀3로 32,-,직거래,-
1664,1665,경기도 안산시 단원구 고잔동,539-9,539,9,타원벨라움 (TAWON BELLAUM),46.382,202408,19,"15,000",15,개인,개인,2019.0,고잔로 136,-,직거래,-
1665,1666,대전광역시 유성구 관평동,1352,1352,0,디티비안W 오피스텔,30.42,202408,19,"7,000",2,개인,개인,2012.0,테크노3로 66,-,중개거래,대전 유성구
1666,1667,전라남도 여수시 학동,Jan.61,61,1,스위트엠 학동,26.3727,202408,19,"12,800",13,개인,개인,2020.0,도원로 233,-,중개거래,전남 여수시
1667,1668,경기도 시흥시 대야동,693,693,0,시흥 센트럴 푸르지오,23.2882,202408,19,"13,000",25,개인,개인,2020.0,수인로3312번길 16,-,중개거래,경기 시흥시
1668,1669,경기도 용인시 수지구 동천동,899,899,0,분당 수지 유타워,23.68,202408,19,"17,500",27,개인,개인,, ,-,중개거래,경기 용인시 수지구
1669,1670,서울특별시 영등포구 당산동5가,9월 3일,9,3,당산역해링턴타워,23.59,202408,19,"21,500",7,개인,개인,2015.0, ,-,중개거래,서울 영등포구
1670,1671,서울특별시 영등포구 당산동4가,1월 2일,1,2,코오롱 스타폴리스,40.28,202408,19,"24,900",4,개인,개인,2005.0,영신로 219,-,중개거래,서울 영등포구
1671,1672,경기도 용인시 수지구 동천동,899,899,0,분당 수지 유타워,24.96,202408,19,"17,500",18,개인,개인,, ,-,중개거래,경기 용인시 수지구
1672,1673,경상북도 김천시 율곡동,811,811,0,영무 메트로,27.28,202408,19,"4,900",10,개인,개인,2015.0, ,-,중개거래,경북 김천시
1673,1674,경기도 성남시 중원구 성남동,1404,1404,0,성남 센트럴 푸르지오 시티,23.9531,202408,19,"17,000",7,개인,개인,2017.0,광명로 89,-,중개거래,"경기 성남시 수정구, 경기 성남시 중원구"
1674,1675,경기도 성남시 분당구 수내동,10월 1일,10,1,분당 트라팰리스,48.66,202408,19,"35,300",9,법인,개인,2004.0,황새울로 234,-,중개거래,경기 성남시 분당구
1675,1676,경기도 성남시 분당구 구미동,189-1,189,1,성우스타우스오피스텔,40.47,202408,19,"18,500",8,개인,개인,2004.0,구미로 16,-,중개거래,경기 성남시 분당구
1676,1677,경상북도 경산시 하양읍 금락리,161-32,161,32,휴가오피스텔,25.0212,202408,19,"9,800",3,개인,개인,2017.0, ,-,직거래,-
1677,1678,경기도 성남시 분당구 수내동,7월 16일,16,7,한솔인피니티오피스텔,36.18,202408,19,"19,200",5,개인,개인,2004.0,황새울로200번길 22,-,중개거래,경기 성남시 분당구
1678,1679,서울특별시 성동구 용답동,232-1,232,1,신창비바패밀리,65.01,202408,19,"33,700",6,개인,개인,2006.0,천호대로 400,-,중개거래,서울 성동구
1679,1680,경기도 부천시 소사구 심곡본동,527,527,0,케이씨씨엠파이어타워,71.02,202408,19,"22,800",15,개인,개인,2006.0,175,-,중개거래,경기 부천시 소사구
1680,1681,경기도 수원시 영통구 영통동,945-2,945,2,수원영통리슈빌스카이오피스텔,95.46,202408,19,"31,000",13,개인,개인,2006.0,중부대로 604,-,중개거래,경기 수원시 영통구
1681,1682,경기도 시흥시 배곧동,206-4,206,4,문영 퀸즈파크 배곧,22.49,202408,19,"8,800",13,개인,개인,2018.0,서해안로 405,-,중개거래,경기 시흥시
1682,1683,경기도 수원시 팔달구 인계동,1119,1119,0,인계샤르망오피스텔,22.387,202408,19,"6,200",15,개인,개인,2004.0,인계로166번길 48-21,-,중개거래,경기 수원시 권선구
1683,1684,인천광역시 서구 원당동,1043-14,1043,14,메가타워,39.24,202408,19,"30,247",8,개인,개인,2023.0,발산로 17,-,직거래,-
1684,1685,경상남도 창원시 마산합포구 신포동2가,23,23,0,마산 웰메이드 시티,26.6118,202408,19,"10,000",10,개인,개인,2019.0,동서동2길 60,-,직거래,-
1685,1686,경기도 하남시 망월동,1135,1135,0,미사역마이움푸르지오시티,19.386,202408,19,"9,000",13,개인,개인,2020.0,미사강변남로 125,-,중개거래,경기 하남시
1686,1687,서울특별시 강서구 가양동,1479-9,1479,9,휴먼빌,25.64,202408,19,"11,300",4,법인,개인,2004.0,양천로57길 9-13,-,중개거래,서울 강서구
1687,1688,서울특별시 강서구 화곡동,998-5,998,5,강서크라운팰리스,29.98,202408,19,"22,000",3,개인,개인,2019.0,화곡로 305,-,직거래,-
1688,1689,경기도 성남시 분당구 서현동,255-1,255,1,분당풍림아이원플러스오피스텔,80.0,202408,19,"63,000",17,개인,개인,2004.0,서현로 170,-,중개거래,경기 성남시 분당구
1689,1690,서울특별시 중구 황학동,808,808,0,올리브1,25.05,202408,19,"13,000",13,개인,개인,2004.0,난계로 163,-,중개거래,서울 중구
1690,1691,경기도 고양시 일산동구 장항동,746-1,746,1,양우로데오시티플러스,35.16,202408,19,"10,900",7,개인,개인,2004.0,무궁화로 7-45,-,중개거래,경기 고양시 일산동구
1691,1692,경기도 의정부시 의정부동,486,486,0,제일퍼스트빌-Ⅲ,30.28,202408,19,"7,500",7,개인,개인,2004.0,시민로 29,-,중개거래,경기 의정부시
1692,1693,서울특별시 은평구 진관동,100-2,100,2,은평뉴타운 신한 헤센스마트,20.04,202408,19,"12,400",11,개인,개인,2017.0,통일로 1020,-,중개거래,서울 강남구
1693,1694,경기도 성남시 분당구 삼평동,655,655,0,SG타워,29.84,202408,19,"32,000",15,개인,개인,2014.0,대왕판교로606번길 47,-,직거래,-
1694,1695,서울특별시 용산구 한강로1가,64,64,0,대우 월드마크 용산,79.647,202408,19,"113,000",18,개인,개인,2007.0,한강대로 211,-,중개거래,서울 용산구
1695,1696,경기도 성남시 분당구 야탑동,513-3,513,3,라비앙오피스텔 분당,31.62,202408,19,"17,000",8,개인,개인,2004.0,성남대로 884-9,-,중개거래,경기 성남시 분당구
1696,1697,세종특별자치시  어진동,648,648,0,2차푸르지오시티,21.92,202408,19,"8,000",14,개인,개인,2014.0,가름로 255-21,-,중개거래,세종
1697,1698,경기도 성남시 분당구 야탑동,342-2,342,2,르네상스분당오피스텔,34.89,202408,19,"19,500",7,개인,개인,2003.0,장미로48번길 10,-,중개거래,경기 성남시 분당구
1698,1699,서울특별시 종로구 적선동,156,156,0,광화문 플래티넘,45.36,202408,19,"34,000",12,개인,법인,2003.0,새문안로5가길 28,-,중개거래,서울 종로구
1699,1700,경기도 고양시 덕양구 화정동,1000-1,1000,1,화정건영캐스빌플러스,41.16,202408,19,"10,900",4,개인,개인,2004.0,화신로 259,-,중개거래,경기 고양시 덕양구
1700,1701,경기도 고양시 덕양구 화정동,986-8,986,8,화정대우마이빌,31.92,202408,19,"11,000",6,개인,개인,2003.0,백양로 59,-,중개거래,경기 고양시 덕양구
1701,1702,부산광역시 동구 좌천동,1177,1177,0,부산항 일동미라주 더오션(2지구),82.8353,202408,19,"26,700",26,개인,개인,2021.0, ,-,중개거래,부산 동구
1702,1703,부산광역시 서구 암남동,255-1,255,1,송도탑스빌,28.16,202408,19,"7,500",21,개인,개인,2000.0,충무대로 56,-,중개거래,부산 서구
1703,1704,부산광역시 서구 서대신동1가,40,40,0,용문아파트,50.51,202408,19,"10,000",3,개인,개인,2003.0,구덕로 275-3,-,중개거래,"부산 서구, 부산 영도구"
1704,1705,서울특별시 강동구 강일동,677-4,677,4,유러피안하우스I,13.44,202408,19,"6,500",2,개인,개인,2013.0,아리수로91길 32,-,중개거래,서울 강동구
1705,1706,부산광역시 부산진구 양정동,336-4,336,4,경도블리스타워,28.4,202408,19,"6,000",14,개인,개인,2012.0,연수로 6-1,-,중개거래,부산 부산진구
1706,1707,경기도 고양시 덕양구 삼송동,295,295,0,힐스테이트 삼송역 스칸센(3블록),22.891,202408,19,"15,000",20,개인,개인,2021.0,삼송로 238,-,중개거래,경기 고양시 덕양구
1707,1708,경기도 고양시 일산동구 장항동,730,730,0,우인아크리움빌Ⅰ,30.1,202408,19,"7,900",11,개인,개인,2003.0,무궁화로 43-50,-,중개거래,경기 고양시 일산동구
1708,1709,경기도 고양시 덕양구 성사동,696,696,0,삼성홈타워오피스텔,31.92,202408,19,"9,000",10,개인,개인,2006.0,호국로 798,-,중개거래,경기 고양시 덕양구
1709,1710,경기도 화성시 오산동,,0,0,동탄역 예미지 시그너스,22.1435,202408,19,"15,700",22,법인,개인,2021.0, ,-,중개거래,경기 화성시
1710,1711,부산광역시 부산진구 부전동,466-4,466,4,서면동양빌,33.21,202408,19,"6,000",11,개인,개인,2003.0,부전로 91,-,직거래,-
1711,1712,경기도 김포시 풍무동,827,827,0,풍무역 봄 빌딩,21.79,202408,19,"9,800",7,개인,개인,2019.0,유현로237번길 88,-,중개거래,경기 김포시
1712,1713,서울특별시 송파구 문정동,624,624,0,송파 아이파크,29.83,202408,19,"29,500",6,개인,개인,2015.0,법원로 55,-,중개거래,서울 송파구
1713,1714,서울특별시 송파구 문정동,624,624,0,송파 아이파크,29.83,202408,19,"27,500",9,개인,개인,2015.0,법원로 55,-,중개거래,서울 송파구
